ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,country1,locationid1,country2,locationid2,bwd_id,bwd_name,external_exists,external_alleged,external_name,external_code,external_type,external_type__X,external_type__L,external_type__Y,external_type__W,external_type__M,external_type__T,external_type__$,external_type__I,external_type__O,external_type__U,external_comment
8942,1985,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,"United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Materiel/Logistics, Funding/Economic Support. United Kingdom supported Hizb-i Islami-yi Afghanistan with: Weapons. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. China supported Hizb-i Islami-yi Afghanistan with: Weapons. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The resistance groups in Afghanistan were supported by many governments and private donors; although many of them did not openly admit that they were giving aid to the Mujahideen. The rebel groups themselves also denied that they were receiving training and weapons from foreign sources. Instead, they claimed that their weapons were captured from the Afghan army and that former Afghan soldiers, who had now joined the resistance, were providing them with training.   Although the United States had started to support the Mujahideen on a small scale already in 1979, it was not until after the Soviet invasion that the rebels could count on extensive American aid. While the United States continued to officially deny their involvement in Afghanistan, Carter, on 9 January 1980, authorised a program of covert military assistance to the Moslem insurgents. In a joint action with Saudi Arabia, Egypt, and to some extent, China, the United States started transferring large quantities of arms to the resistance groups in Afghanistan. Until 1985 only communist-block weapons were bought, in an attempt to hide the fact that the United States were giving the Mujahideen material support. Weapons from China and Israel were shipped to Karachi or, on some occasions, flown to Islamabad in American, Saudi, Chinese or Pakistani planes. When in Pakistan, all military aid was handled by the Pakistan Inter-Services Intelligence, ISI, who transported the arms to the Afghan resistance groups' headquarters in Quetta and Peshawar and distributed them among the seven Sunni parties. The parties then brought the arms to border dumps for the commanders in Afghanistan to come and pick them up. In 1985, the military aid to the resistance was more openly discussed than in previous years and the US together with the UK provided UK-built anti-aircraft missiles to the Mujahideen. The US also increased the amount of aid substantially, from $80 million in 1984, to $250 million in 1985.  In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1985; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction. All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  The bulk of the weapons that the United States and Saudi Arabia provided for the Mujahideen was purchased in Israel and China, but China also sporadically provided weapons as aid. However, they never admitted that they supported the Mujahideen.  One of the largest donors was Saudi Arabia which contributed roughly the same amount of money as the United States. In 1985 they provided around $250 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad.  Iran made several statements supporting the Afghan resistance, but supplied little, if any, material aid to the rebel groups.  There are also reports that the Gulf States were providing the Moslem guerrillas with financial aid. However, large parts of the funds seem to have been donated by individuals and it is unclear if the governments of these states were involved in supporting the Afghan resistance. "
8951,1986,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,"United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Materiel/Logistics, Funding/Economic Support. United Kingdom supported Hizb-i Islami-yi Afghanistan with: Weapons. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. China supported Hizb-i Islami-yi Afghanistan with: Weapons. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The resistance groups in Afghanistan were supported by many governments and private donors; although many of them did not openly admit that they were giving aid to the Mujahideen. The rebel groups themselves also denied that they were receiving training and weapons from foreign sources. Instead, they claimed that their weapons were captured from the Afghan army and that former Afghan soldiers, who had now joined the resistance, were providing them with training.   Although the United States had started to support the Mujahideen on a small scale already in 1979, it was not until after the Soviet invasion that the rebels could count on extensive American aid. While the United States continued to officially deny their involvement in Afghanistan, Carter, on 9 January 1980, authorised a program of covert military assistance to the Moslem insurgents. In a joint action with Saudi Arabia, Egypt, and to some extent, China, the United States started transferring large quantities of arms to the resistance groups in Afghanistan. Until 1985 only communist-block weapons were bought, in an attempt to hide the fact that the United States were giving the Mujahideen material support. Weapons from China and Israel were shipped to Karachi or, on some occasions, flown to Islamabad in American, Saudi, Chinese or Pakistani planes. When in Pakistan, all military aid was handled by the Pakistan Inter-Services Intelligence, ISI, who transported the arms to the Afghan resistance groups' headquarters in Quetta and Peshawar and distributed them among the seven Sunni parties. The parties then brought the arms to border dumps for the commanders in Afghanistan to come and pick them up. From 1985 an onwards, the military aid to the resistance was more openly discussed than in previous years and the US together with the UK provided both UK-built anti-aircraft missiles, and American Stinger missiles to the Mujahideen. The US also increased the amount of aid substantially, from $250 million in 1985 to $470 million in 1986  In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1986; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction. All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  The bulk of the weapons that the United States and Saudi Arabia provided for the Mujahideen was purchased in Israel and China, but China also sporadically provided weapons as aid. However, they never admitted that they supported the Mujahideen.  One of the largest donors was Saudi Arabia which contributed roughly the same amount of money as the United States. In 1986 they provided around $470 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad.  There are also reports that the Gulf States were providing the Moslem guerrillas with financial aid. However, large parts of the funds seem to have been donated by individuals and it is unclear if the governments of these states were involved in supporting the Afghan resistance. "
8958,1987,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,"United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Materiel/Logistics, Funding/Economic Support. United Kingdom supported Hizb-i Islami-yi Afghanistan with: Weapons. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. China supported Hizb-i Islami-yi Afghanistan with: Weapons. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The resistance groups in Afghanistan were supported by many governments and private donors; although many of them did not openly admit that they were giving aid to the Mujahideen. The rebel groups themselves also denied that they were receiving training and weapons from foreign sources. Instead, they claimed that their weapons were captured from the Afghan army and that former Afghan soldiers, who had now joined the resistance, were providing them with training.   Although the United States had started to support the Mujahideen on a small scale already in 1979, it was not until after the Soviet invasion that the rebels could count on extensive American aid. While the United States continued to officially deny their involvement in Afghanistan, Carter, on 9 January 1980, authorised a program of covert military assistance to the Moslem insurgents. In a joint action with Saudi Arabia, Egypt, and to some extent, China, the United States started transferring large quantities of arms to the resistance groups in Afghanistan. Until 1985 only communist-block weapons were bought, in an attempt to hide the fact that the United States were giving the Mujahideen material support. Weapons from China and Israel were shipped to Karachi or, on some occasions, flown to Islamabad in American, Saudi, Chinese or Pakistani planes. When in Pakistan, all military aid was handled by the Pakistan Inter-Services Intelligence, ISI, who transported the arms to the Afghan resistance groups' headquarters in Quetta and Peshawar and distributed them among the seven Sunni parties. The parties then brought the arms to border dumps for the commanders in Afghanistan to come and pick them up. From 1985 an onwards, the military aid to the resistance was more openly discussed than in previous years and the US together with the UK provided both UK-built anti-aircraft missiles, and American Stinger missiles to the Mujahideen. The US also increased the amount of aid, from $470 million in 1986 to $630 million in 1987  In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1987; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction. All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  The bulk of the weapons that the United States and Saudi Arabia provided for the Mujahideen was purchased in Israel and China, but China also sporadically provided weapons as aid. However, they never admitted that they supported the Mujahideen.  One of the largest donors was Saudi Arabia which contributed roughly the same amount of money as the United States. In 1987 they provided around $630 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad.  There are also reports that the Gulf States were providing the Moslem guerrillas with financial aid. However, large parts of the funds seem to have been donated by individuals and it is unclear if the governments of these states were involved in supporting the Afghan resistance. "
8965,1988,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,"United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Materiel/Logistics, Funding/Economic Support. United Kingdom supported Hizb-i Islami-yi Afghanistan with: Weapons. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. China supported Hizb-i Islami-yi Afghanistan with: Weapons. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The resistance groups in Afghanistan were supported by many governments and private donors; although many of them did not openly admit that they were giving aid to the Mujahideen. The rebel groups themselves also denied that they were receiving training and weapons from foreign sources. Instead, they claimed that their weapons were captured from the Afghan army and that former Afghan soldiers, who had now joined the resistance, were providing them with training.   Although the United States had started to support the Mujahideen on a small scale already in 1979, it was not until after the Soviet invasion that the rebels could count on extensive American aid. While the United States continued to officially deny their involvement in Afghanistan, Carter, on 9 January 1980, authorised a program of covert military assistance to the Moslem insurgents. In a joint action with Saudi Arabia, Egypt, and to some extent, China, the United States started transferring large quantities of arms to the resistance groups in Afghanistan. Until 1985 only communist-block weapons were bought, in an attempt to hide the fact that the United States were giving the Mujahideen material support. Weapons from China and Israel were shipped to Karachi or, on some occasions, flown to Islamabad in American, Saudi, Chinese or Pakistani planes. When in Pakistan, all military aid was handled by the Pakistan Inter-Services Intelligence, ISI, who transported the arms to the Afghan resistance groups' headquarters in Quetta and Peshawar and distributed them among the seven Sunni parties. The parties then brought the arms to border dumps for the commanders in Afghanistan to come and pick them up. From 1985 an onwards, the military aid to the resistance was more openly discussed than in previous years and the US together with the UK provided both UK-built anti-aircraft missiles, and American Stinger missiles to the Mujahideen.  In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1988; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction. All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  The bulk of the weapons that the United States and Saudi Arabia provided for the Mujahideen was purchased in Israel and China, but China also sporadically provided weapons as aid. However, they never admitted that they supported the Mujahideen.  One of the largest donors was Saudi Arabia which contributed roughly the same amount of money as the United States. In 1988 they provided around $600 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad.  There are also reports that the Gulf States were providing the Moslem guerrillas with financial aid. However, large parts of the funds seem to have been donated by individuals and it is unclear if the governments of these states were involved in supporting the Afghan resistance. "
8974,1989,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,"United States:W$, Saudi Arabia:W$, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"Hizb-i-Islami-yi Afghanistan received support from Pakistan's Inter Service Intelligence, Saudi Arabia and the US.   In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1989; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction.  All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  One of the largest donors was Saudi Arabia which contributed roughly the same amount of money as the United States. In 1989 they provided around $600 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad."
9055,1990,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,"United States:WM$, Saudi Arabia:W$, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Materiel/Logistics, Funding/Economic Support. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"USA provided weapons, materiel and financial aid, in total around $500 million, a sum which Saudi Arabia matched as in previous years. Hizb-i Islami-yi Afghanistan received around 20 percent of the total amount. Pakistan continued to offer training and logistical help.  "
4791,1991,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,"United States:WM$, Saudi Arabia:W$, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Materiel/Logistics, Funding/Economic Support. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The Hizb-i-Islami-yi Afghanistan received logistical support from Pakistan's Inter Service Intelligence during the year. According to news sources the CIA supplied the Mujahideen rebels with between US$ 200 - 400 million a year, much of it ending up with the Hizb-i-Islami-yi Afghanistan. Saudi Arabia also provided financial support to the Hizb-i-Islami-yi Afghanistan. The Afghan government claimed that Pakistani artillery and infantery units had actually entered into the important battle for the city of Khost in March 1991, to aid the Mujahideen forces. This was denied by the Pakistani government. "
4920,1992,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,"United States:W$, Saudi Arabia:W$, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. Saudi Arabia supported Hizb-i Islami-yi Afghanistan with: Weapons, Funding/Economic Support. Pakistan supported Hizb-i Islami-yi Afghanistan with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The Hizb-i-Islami-yi Afghanistan received logistical support and training from Pakistan's Inter Service Intelligence during the year. According to news sources the CIA supplied the Mujahideen rebels with between US$ 200 - 400 million a year, much of it ending up with the Hizb-i-Islami-yi Afghanistan. Saudi Arabia also provided financial support to the Hizb-i-Islami-yi Afghanistan. In January 1992, the US and the Soviet Union agreed to formally end arms deliveries to the parties to the conflict in Afghanistan. "
8260,1982,Hizb-i Islami-yi Afghanistan ,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; China; Pakistan,"United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan  with: Weapons, Materiel/Logistics, Funding/Economic Support. Saudi Arabia supported Hizb-i Islami-yi Afghanistan  with: Weapons, Funding/Economic Support. China supported Hizb-i Islami-yi Afghanistan  with: Weapons. Pakistan supported Hizb-i Islami-yi Afghanistan  with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The resistance groups in Afghanistan were supported by many governments and private donors; although many of them did not openly admit that they were giving aid to the Mujahideen. The rebel groups themselves also denied that they were receiving training and weapons from foreign sources. Instead, they claimed that their weapons were captured from the Afghan army and that former Afghan soldiers, who had now joined the resistance, were providing them with training.   Although the United States had started to support the Mujahideen on a small scale already in 1979, it was not until after the Soviet invasion that the rebels could count on extensive American aid. While the United States continued to officially deny their involvement in Afghanistan, Carter, on 9 January 1980, authorised a program of covert military assistance to the Moslem insurgents. His successor Reagan expressed in March 1981 his willingness to supply the Mujahideen. In a joint action with Saudi Arabia, Egypt, and to some extent, China, the United States started transferring large quantities of arms to the resistance groups in Afghanistan. Until 1985 only communist-block weapons were bought, in an attempt to hide the fact that the United States were giving the Mujahideen material support. Weapons from China and Egypt were shipped to Karachi or, on some occasions, flown to Islamabad in American, Saudi, Chinese or Pakistani planes. When in Pakistan, all military aid was handled by the Pakistan Inter-Services Intelligence, ISI, who transported the arms to the Afghan resistance groups' headquarters in Quetta and Peshawar and distributed them among the seven Sunni parties. The parties then brought the arms to border dumps for the commanders in Afghanistan to come and pick them up.  In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1982; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction. All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  The bulk of the weapons that the United States and Saudi Arabia provided for the Mujahideen was purchased in Egypt and China, but both Egypt and China also sporadically provided weapons as aid. Egypt openly stated that they supported the Afghan resistance. Defence Minister Kamal Hassan announced in early 1980 that Egypt would provide training to the Afghan fighters, and that the combatants would return to Afghanistan with Egyptian weapons. In December 1980 Egyptian President Anwar Sadat said in a TV-interview that Egypt would send more arms, as well as medicine and food, to the Moslem rebels in Afghanistan. When President Sadat was assassinated in October 1981, aid to the Afghan Mujahideen decreased significantly and possibly stopped. How many guerrillas that received training in Egypt, and how many arms that were given to the Afghan resistance by Egypt remains unknown. China, on the other hand, never admitted that they supported the Mujahideen.  One of the largest donors was Saudi Arabia which contributed with roughly the same amount of money as the United States. In 1982 they provided around $50 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad.  Iran made several statements supporting the Afghan resistance, but supplied little, if any, material aid to the rebel groups.  There are also reports that the Gulf States were providing the Moslem guerrillas with financial aid. However, large parts of the funds seem to have been donated by individuals and it is unclear if the governments of these states were involved in supporting the Afghan resistance. "
8619,1983,Hizb-i Islami-yi Afghanistan ,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; China; Pakistan,"United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT","United States supported Hizb-i Islami-yi Afghanistan  with: Weapons, Materiel/Logistics, Funding/Economic Support. Saudi Arabia supported Hizb-i Islami-yi Afghanistan  with: Weapons, Funding/Economic Support. China supported Hizb-i Islami-yi Afghanistan  with: Weapons. Pakistan supported Hizb-i Islami-yi Afghanistan  with: Materiel/Logistics, Training/Expertise. ",0,0,0,1,1,1,1,0,0,0,"The resistance groups in Afghanistan were supported by many governments and private donors; although many of them did not openly admit that they were giving aid to the Mujahideen. The rebel groups themselves also denied that they were receiving training and weapons from foreign sources. Instead, they claimed that their weapons were captured from the Afghan army and that former Afghan soldiers, who had now joined the resistance, were providing them with training.   Although the United States had started to support the Mujahideen on a small scale already in 1979, it was not until after the Soviet invasion that the rebels could count on extensive American aid. While the United States continued to officially deny their involvement in Afghanistan, Carter, on 9 January 1980, authorised a program of covert military assistance to the Moslem insurgents. His successor Reagan expressed in March 1981 his willingness to supply the Mujahideen. In a joint action with Saudi Arabia, Egypt, and to some extent, China, the United States started transferring large quantities of arms to the resistance groups in Afghanistan. Until 1985 only communist-block weapons were bought, in an attempt to hide the fact that the United States were giving the Mujahideen material support. Weapons from China and Egypt were shipped to Karachi or, on some occasions, flown to Islamabad in American, Saudi, Chinese or Pakistani planes. When in Pakistan, all military aid was handled by the Pakistan Inter-Services Intelligence, ISI, who transported the arms to the Afghan resistance groups' headquarters in Quetta and Peshawar and distributed them among the seven Sunni parties. The parties then brought the arms to border dumps for the commanders in Afghanistan to come and pick them up.  In Pakistan, the question of aid to the Afghan rebels was politically sensitive, as they worried about Soviet retaliation if it was revealed that the Pakistani government supported the Mujahideen. There is no evidence that Pakistan provided weapons for the rebels, but they handled almost all the aid, military and financial, that was given to the Mujahideen by others. Pakistan only recognized seven resistance groups in 1983; Mahaz-i Milli-yi Islami-yi Afghanistan, Jabha-yi Nijat-i Milli-yi Afghanistan, Harakat-i Inqilab-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction. All the support for the Mujahideen that was distributed by Pakistan was divided among those seven on a percentage basis, where Hizb-i Islami-yi Afghanistan received around 20 percent of the resources. Pakistan also administered training for the Afghan resistance and from 1981 there were Pakistani soldiers situated in Afghanistan as military advisers to the commanders.  The bulk of the weapons that the United States and Saudi Arabia provided for the Mujahideen was purchased in Egypt and China, but both Egypt and China also sporadically provided weapons as aid. Egypt openly stated that they supported the Afghan resistance. Defence Minister Kamal Hassan announced in early 1980 that Egypt would provide training to the Afghan fighters, and that the combatants would return to Afghanistan with Egyptian weapons. In December 1980 Egyptian President Anwar Sadat said in a TV-interview that Egypt would send more arms, as well as medicine and food, to the Moslem rebels in Afghanistan. When President Sadat was assassinated in October 1981, aid to the Afghan Mujahideen decreased significantly and possibly stopped. How many guerrillas that received training in Egypt, and how many arms that were given to the Afghan resistance by Egypt remains unknown. China, on the other hand, never admitted that they supported the Mujahideen.  One of the largest donors was Saudi Arabia which contributed roughly the same amount of money as the United States. In 1983 they provided around $50 million each. Although most of the weapons bought by the United States and Saudi Arabia for the Afghan resistance were shipped to Pakistan, Saudi Arabia occasionally flew in arms deliveries to airports in Rawalpindi and Islamabad.  Iran made several statements supporting the Afghan resistance, but supplied little, if any, material aid to the rebel groups.  There are also reports that the Gulf States were providing the Moslem guerrillas with financial aid. However, large parts of the funds seem to have been donated by individuals and it is unclear if the governments of these states were involved in supporting the Afghan resistance. "
6844,1980,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,"Soviet Union supported Government of Afghanistan with: Troops as secondary warring party, Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support. ",1,0,0,1,1,1,1,0,0,0,"In the first week of January 1980 there were approximately 50 000 Soviet troops in Afghanistan, three months later that number had increased to around 85 000. The Soviet troops brought with them all kinds of equipment and weapons, including several squadrons of fighter aircraft and air defence. Their aim was to first establish control over larger cities and major roads, thereafter to deploy troops to the border areas to limit incursion from Pakistan and Iran, and finally to disarm unreliable elements of the Afghan army.   In mid-1980 the Soviets started to remove some of the troops and tanks from Afghanistan. From a total of 1000 tanks in the beginning of the year, the number was down to around 300 in the end of 1980 and the troops were reduced by 5000 men in June 1980. The reduction in troops was compensated by an increase in the number of fighter helicopters and other types of aircraft. At the end of the year there were about 130 Soviet jet fighters in Afghanistan. The Soviet Union also spent a lot of money improving the military infrastructure in Afghanistan, for instance by constructing permanent logistics- and communications facilities and by improving airfields. "
